content,label,filtered,cleaned,content_tokens,normalisasi
semoga pengajuan saya di acc,0,semoga pengajuan saya di acc,moga aju saya acc,"['moga', 'aju', 'saya', 'acc']","['semoga', 'aju', 'aku', 'terima']"
kalau cair 5 bintang,0,kalau cair bintang,kalau cair bintang,"['kalau', 'cair', 'bintang']","['kalau', 'cair', 'bintang']"
semoga berkah,0,semoga berkah,moga berkah,"['moga', 'berkah']","['semoga', 'berkah']"
"kenapa pengajuan yg kedua selalu di tolak, padahal pembayaran sebelumnya selalu tepat waktu.. tolong pencerahannya",0,kenapa pengajuan yg kedua selalu di tolak padahal pembayaran sebelumnya selalu tepat waktu tolong pencerahannya,kenapa aju dua selalu tolak padahal bayar belum selalu tepat tolong cerah,"['kenapa', 'aju', 'dua', 'selalu', 'tolak', 'padahal', 'bayar', 'belum', 'selalu', 'tepat', 'tolong', 'cerah']","['kenapa', 'aju', 'dua', 'selalu', 'tolak', 'padahal', 'bayar', 'belum', 'selalu', 'tepat', 'tolong', 'cerah']"
persyaratan pengajuan pinjaman tidak ribet... semoga pinjaman saya diacckan,0,persyaratan pengajuan pinjaman tidak ribet semoga pinjaman saya diacckan,syarat aju pinjam tidak ribet moga pinjam saya diacckan,"['syarat', 'aju', 'pinjam', 'tidak', 'ribet', 'moga', 'pinjam', 'saya', 'diacckan']","['syarat', 'aju', 'pinjam', 'tidak', 'ribet', 'semoga', 'pinjam', 'aku', 'diacckan']"
dg bintang 5 ini semoga pengajuan sy disetujui,0,dg bintang ini semoga pengajuan sy disetujui,bintang moga aju sy tuju,"['bintang', 'moga', 'aju', 'sy', 'tuju']","['bintang', 'semoga', 'aju', 'saya', 'tuju']"
aplikasi terbaik,0,aplikasi terbaik,aplikasi baik,"['aplikasi', 'baik']","['aplikasi', 'baik']"
mudahan2 d acc,0,mudahan d acc,mudah acc,"['mudah', 'acc']","['mudah', 'terima']"
saya kasih bintang dua dulu soalnya pengajukan belum tentu berhasil ntar kalo uda cair pinjaman saya kasih bintang 5,0,saya kasih bintang dua dulu soalnya pengajukan belum tentu berhasil ntar kalo uda cair pinjaman saya kasih bintang,saya kasih bintang dua dulu soal aju belum tentu hasil ntar kalo cair pinjam saya kasih bintang,"['saya', 'kasih', 'bintang', 'dua', 'dulu', 'soal', 'aju', 'belum', 'tentu', 'hasil', 'ntar', 'kalo', 'cair', 'pinjam', 'saya', 'kasih', 'bintang']","['aku', 'kasih', 'bintang', 'dua', 'dulu', 'soal', 'aju', 'belum', 'tentu', 'hasil', 'nanti', 'kalau', 'cair', 'pinjam', 'aku', 'kasih', 'bintang']"
"menu aplikasi simple mudah, saya kasih bintang 4 dulu, kalo pengajuan pinjaman saya di setujui saya tambahan bintang jadi 5",0,menu aplikasi simple mudah saya kasih bintang dulu kalo pengajuan pinjaman saya di setujui saya tambahan bintang jadi,menu aplikasi simple mudah saya kasih bintang dulu kalo aju pinjam saya tuju saya tambah bintang jadi,"['menu', 'aplikasi', 'simple', 'mudah', 'saya', 'kasih', 'bintang', 'dulu', 'kalo', 'aju', 'pinjam', 'saya', 'tuju', 'saya', 'tambah', 'bintang', 'jadi']","['menu', 'aplikasi', 'simple', 'mudah', 'aku', 'kasih', 'bintang', 'dulu', 'kalau', 'aju', 'pinjam', 'aku', 'tuju', 'aku', 'tambah', 'bintang', 'jadi']"
bintangnya nanti di tambahin klo di setujui limitnya besar,0,bintangnya nanti di tambahin klo di setujui limitnya besar,bintang nanti tambahin klo tuju limit besar,"['bintang', 'nanti', 'tambahin', 'klo', 'tuju', 'limit', 'besar']","['bintang', 'nanti', 'tambahin', 'kalau', 'tuju', 'limit', 'besar']"
klo ud acc bintang 5,0,klo ud acc bintang,klo ud acc bintang,"['klo', 'ud', 'acc', 'bintang']","['kalau', 'sudah', 'terima', 'bintang']"
belum tau nantinya bintang 3 dlu ya,0,belum tau nantinya bintang dlu ya,belum tau nanti bintang dlu,"['belum', 'tau', 'nanti', 'bintang', 'dlu']","['belum', 'tau', 'nanti', 'bintang', 'dulu']"
berharap bisa bantu saya untuk pengembangan usha,0,berharap bisa bantu saya untuk pengembangan usha,harap bisa bantu saya untuk kembang usha,"['harap', 'bisa', 'bantu', 'saya', 'untuk', 'kembang', 'usha']","['harap', 'bisa', 'bantu', 'aku', 'untuk', 'kembang', 'usha']"
1 dulu coz baru nyoba..klo di acc allhamdulillah.. klo gk di acc tolong hapus data saya..sya gk mau data sya disalah gunakan..pengajuan saya ditolak jadi tolong hpus data saya.. mksih,0,dulu coz baru nyoba klo di acc allhamdulillah klo gk di acc tolong hapus data saya sya gk mau data sya disalah gunakan pengajuan saya ditolak jadi tolong hpus data saya mksih,dulu coz baru nyoba klo acc allhamdulillah klo gk acc tolong hapus data saya sya gk data sya salah guna aju saya tolak jadi tolong hpus data saya mksih,"['dulu', 'coz', 'baru', 'nyoba', 'klo', 'acc', 'allhamdulillah', 'klo', 'gk', 'acc', 'tolong', 'hapus', 'data', 'saya', 'sya', 'gk', 'data', 'sya', 'salah', 'guna', 'aju', 'saya', 'tolak', 'jadi', 'tolong', 'hpus', 'data', 'saya', 'mksih']","['dulu', 'coz', 'baru', 'coba', 'kalau', 'terima', 'allhamdulillah', 'kalau', 'tidak', 'terima', 'tolong', 'hapus', 'data', 'aku', 'aku', 'tidak', 'data', 'aku', 'salah', 'guna', 'aju', 'aku', 'tolak', 'jadi', 'tolong', 'hpus', 'data', 'aku', 'mksih']"
bagus mudah di acc,0,bagus mudah di acc,bagus mudah acc,"['bagus', 'mudah', 'acc']","['bagus', 'mudah', 'terima']"
proses mudah semoga di acc,0,proses mudah semoga di acc,proses mudah moga acc,"['proses', 'mudah', 'moga', 'acc']","['proses', 'mudah', 'semoga', 'terima']"
semoga jadi solusi yang bermanfaat..,0,semoga jadi solusi yang bermanfaat,moga jadi solusi manfaat,"['moga', 'jadi', 'solusi', 'manfaat']","['semoga', 'jadi', 'solusi', 'manfaat']"
kalau bagis saya kasin bintang 5,0,kalau bagis saya kasin bintang,kalau bagis saya kasin bintang,"['kalau', 'bagis', 'saya', 'kasin', 'bintang']","['kalau', 'bagis', 'aku', 'kasin', 'bintang']"
semoga bisa di setujui,0,semoga bisa di setujui,moga bisa tuju,"['moga', 'bisa', 'tuju']","['semoga', 'bisa', 'tuju']"
muda2 di terima ã°å¸â¢â,0,muda di terima,muda terima,"['muda', 'terima']","['muda', 'terima']"
"sy coba lagi,kalo acc di tambah bintangnya.",0,sy coba lagi kalo acc di tambah bintangnya,sy coba kalo acc tambah bintang,"['sy', 'coba', 'kalo', 'acc', 'tambah', 'bintang']","['saya', 'coba', 'kalau', 'terima', 'tambah', 'bintang']"
smoga lolos klo ga lolos langsung uninstall,0,smoga lolos klo ga lolos langsung uninstall,smoga lolos klo ga lolos langsung uninstall,"['smoga', 'lolos', 'klo', 'ga', 'lolos', 'langsung', 'uninstall']","['smoga', 'lolos', 'kalau', 'tidak', 'lolos', 'langsung', 'uninstall']"
saya kasih bintang 2 dulu apakah pinjaman saya disetujui,0,saya kasih bintang dulu apakah pinjaman saya disetujui,saya kasih bintang dulu apakah pinjam saya tuju,"['saya', 'kasih', 'bintang', 'dulu', 'apakah', 'pinjam', 'saya', 'tuju']","['aku', 'kasih', 'bintang', 'dulu', 'apakah', 'pinjam', 'aku', 'tuju']"
karena blm di acc mungkin sederhana aja,0,karena blm di acc mungkin sederhana aja,blm acc mungkin sederhana,"['blm', 'acc', 'mungkin', 'sederhana']","['belum', 'terima', 'mungkin', 'sederhana']"
bintang 2 aja dulu klo di acc baru kasih 5,0,bintang aja dulu klo di acc baru kasih,bintang dulu klo acc baru kasih,"['bintang', 'dulu', 'klo', 'acc', 'baru', 'kasih']","['bintang', 'dulu', 'kalau', 'terima', 'baru', 'kasih']"
"semoga pinjaman dapat cair karena sangat membutuhkan uang buat keperluan yang sangat penting, terima kasih ã°å¸â¢â",0,semoga pinjaman dapat cair karena sangat membutuhkan uang buat keperluan yang sangat penting terima kasih,moga pinjam dapat cair sangat butuh uang perlu sangat penting terima kasih,"['moga', 'pinjam', 'dapat', 'cair', 'sangat', 'butuh', 'uang', 'perlu', 'sangat', 'penting', 'terima', 'kasih']","['semoga', 'pinjam', 'dapat', 'cair', 'sangat', 'butuh', 'uang', 'perlu', 'sangat', 'penting', 'terima', 'kasih']"
alhamdulillah bisa membantu kalo di acc,0,alhamdulillah bisa membantu kalo di acc,alhamdulillah bisa bantu kalo acc,"['alhamdulillah', 'bisa', 'bantu', 'kalo', 'acc']","['alhamdulilah', 'bisa', 'bantu', 'kalau', 'terima']"
untuk persyaratan dan cara meminjam tidak terlalu sulit rekomendasi banget masalah di acc atau tidaknya kita lihat kabar selanjutnya,0,untuk persyaratan dan cara meminjam tidak terlalu sulit rekomendasi banget masalah di acc atau tidaknya kita lihat kabar selanjutnya,untuk syarat cara pinjam tidak terlalu sulit rekomendasi masalah acc atau tidak kita lihat kabar lanjut,"['untuk', 'syarat', 'cara', 'pinjam', 'tidak', 'terlalu', 'sulit', 'rekomendasi', 'masalah', 'acc', 'atau', 'tidak', 'kita', 'lihat', 'kabar', 'lanjut']","['untuk', 'syarat', 'cara', 'pinjam', 'tidak', 'terlalu', 'sulit', 'rekomendasi', 'masalah', 'terima', 'atau', 'tidak', 'kita', 'lihat', 'kabar', 'lanjut']"
semoga bisa membantu ku dalam mengatasi kebutuhan sehari-hari,0,semoga bisa membantu ku dalam mengatasi kebutuhan sehari hari,moga bisa bantu ku dalam atas butuh hari hari,"['moga', 'bisa', 'bantu', 'ku', 'dalam', 'atas', 'butuh', 'hari', 'hari']","['semoga', 'bisa', 'bantu', 'ku', 'dalam', 'atas', 'butuh', 'hari', 'hari']"
tdk pernah di acc. padahal di aplikasi lain tdk pernah telat bayar,0,tdk pernah di acc padahal di aplikasi lain tdk pernah telat bayar,tdk pernah acc padahal aplikasi lain tdk pernah telat bayar,"['tdk', 'pernah', 'acc', 'padahal', 'aplikasi', 'lain', 'tdk', 'pernah', 'telat', 'bayar']","['tidak', 'pernah', 'terima', 'padahal', 'aplikasi', 'lain', 'tidak', 'pernah', 'telat', 'bayar']"
"mudah2an pengajuan awal saya di terima ya team,",0,mudah an pengajuan awal saya di terima ya team,mudah aju awal saya terima team,"['mudah', 'aju', 'awal', 'saya', 'terima', 'team']","['mudah', 'aju', 'awal', 'aku', 'terima', 'grup']"
bismillah....semoga bermanfaat,0,bismillah semoga bermanfaat,bismillah moga manfaat,"['bismillah', 'moga', 'manfaat']","['bismillah', 'semoga', 'manfaat']"
semoga di acc ya,0,semoga di acc ya,moga acc,"['moga', 'acc']","['semoga', 'terima']"
ok saya tungu acc,0,ok saya tungu acc,ok saya tungu acc,"['ok', 'saya', 'tungu', 'acc']","['ok', 'aku', 'tungu', 'terima']"
jangan mengecewakan kak,0,jangan mengecewakan kak,jangan kecewa kak,"['jangan', 'kecewa', 'kak']","['jangan', 'kecewa', 'kakak']"
"yah mudah2an di acc ,..aminnn",0,yah mudah an di acc aminnn,mudah di acc aminnn,"['mudah', 'di', 'acc', 'aminnn']","['mudah', 'di', 'terima', 'aminnn']"
di coba dlu semoga di acc,0,di coba dlu semoga di acc,coba dlu moga acc,"['coba', 'dlu', 'moga', 'acc']","['coba', 'dulu', 'semoga', 'terima']"
kasi dua dulu ya,0,kasi dua dulu ya,dua dulu,"['dua', 'dulu']","['dua', 'dulu']"
kalau di acc kasih bintang 5,0,kalau di acc kasih bintang,kalau acc kasih bintang,"['kalau', 'acc', 'kasih', 'bintang']","['kalau', 'terima', 'kasih', 'bintang']"
sy kasih bintang 4 dulu,0,sy kasih bintang dulu,sy kasih bintang dulu,"['sy', 'kasih', 'bintang', 'dulu']","['saya', 'kasih', 'bintang', 'dulu']"
mudah mudahan di acc lg butuh dana,0,mudah mudahan di acc lg butuh dana,mudah mudah acc butuh dana,"['mudah', 'mudah', 'acc', 'butuh', 'dana']","['mudah', 'mudah', 'terima', 'butuh', 'dana']"
"3 dulu, kalo udah cair di tambah 2, data jangan di sebar luaskan yah pak/ibu",0,dulu kalo udah cair di tambah data jangan di sebar luaskan yah pak ibu,dulu kalo udah cair tambah data jangan sebar luas pak ibu,"['dulu', 'kalo', 'udah', 'cair', 'tambah', 'data', 'jangan', 'sebar', 'luas', 'pak', 'ibu']","['dulu', 'kalau', 'sudah', 'cair', 'tambah', 'data', 'jangan', 'sebar', 'luas', 'bapak', 'ibu']"
bismillah acc,0,bismillah acc,bismillah acc,"['bismillah', 'acc']","['bismillah', 'terima']"
baru ingin mencoba,0,baru ingin mencoba,baru ingin coba,"['baru', 'ingin', 'coba']","['baru', 'ingin', 'coba']"
dua dulu kalo di acc baru nambah,0,dua dulu kalo di acc baru nambah,dua dulu kalo acc baru nambah,"['dua', 'dulu', 'kalo', 'acc', 'baru', 'nambah']","['dua', 'dulu', 'kalau', 'terima', 'baru', 'nambah']"
"ane kasih bintang 3 dulu klo bagus tambah lg ma,af indodana mau tanya klo ngajuin di tgl 7 angsuran nya bulan depan tgl berapa soal nya mau nyoba klo di acc tambah bintang lagi ????",0,ane kasih bintang dulu klo bagus tambah lg ma af indodana mau tanya klo ngajuin di tgl angsuran nya bulan depan tgl berapa soal nya mau nyoba klo di acc tambah bintang lagi,ane kasih bintang dulu klo bagus tambah ma af indodana tanya klo ngajuin tgl angsur bulan depan tgl berapa soal mau nyoba klo acc tambah bintang,"['ane', 'kasih', 'bintang', 'dulu', 'klo', 'bagus', 'tambah', 'ma', 'af', 'indodana', 'tanya', 'klo', 'ngajuin', 'tgl', 'angsur', 'bulan', 'depan', 'tgl', 'berapa', 'soal', 'mau', 'nyoba', 'klo', 'acc', 'tambah', 'bintang']","['ane', 'kasih', 'bintang', 'dulu', 'kalau', 'bagus', 'tambah', 'ma', 'af', 'indodana', 'tanya', 'kalau', 'ngajuin', 'tanggal', 'angsur', 'bulan', 'depan', 'tanggal', 'berapa', 'soal', 'mau', 'coba', 'kalau', 'terima', 'tambah', 'bintang']"
smga acc,0,smga acc,smga acc,"['smga', 'acc']","['smga', 'terima']"
bintang 3 dulu kalau di setujui baru bintang 5,0,bintang dulu kalau di setujui baru bintang,bintang dulu kalau tuju baru bintang,"['bintang', 'dulu', 'kalau', 'tuju', 'baru', 'bintang']","['bintang', 'dulu', 'kalau', 'tuju', 'baru', 'bintang']"
semogah amanah,0,semogah amanah,semogah amanah,"['semogah', 'amanah']","['semogah', 'amanah']"
mudah dan simple pengajuannya dan mudah2an d setujui,0,mudah dan simple pengajuannya dan mudah an d setujui,mudah simple aju mudah d tuju,"['mudah', 'simple', 'aju', 'mudah', 'd', 'tuju']","['mudah', 'simple', 'aju', 'mudah', 'di', 'tuju']"
semoga makin sukses,0,semoga makin sukses,moga makin sukses,"['moga', 'makin', 'sukses']","['semoga', 'makin', 'sukses']"
semoga di acv,0,semoga di acv,moga acv,"['moga', 'acv']","['semoga', 'acv']"
bantu aku,0,bantu aku,bantu aku,"['bantu', 'aku']","['bantu', 'aku']"
baru di coba & belum di acc,0,baru di coba belum di acc,baru coba belum acc,"['baru', 'coba', 'belum', 'acc']","['baru', 'coba', 'belum', 'terima']"
blm dsetujui,0,blm dsetujui,blm dsetujui,"['blm', 'dsetujui']","['belum', 'dsetujui']"
saya kasih bintang 3 dulu karena saya blom di acc klo saya di acc saya kasih bintang 5,0,saya kasih bintang dulu karena saya blom di acc klo saya di acc saya kasih bintang,saya kasih bintang dulu saya blom acc klo saya acc saya kasih bintang,"['saya', 'kasih', 'bintang', 'dulu', 'saya', 'blom', 'acc', 'klo', 'saya', 'acc', 'saya', 'kasih', 'bintang']","['aku', 'kasih', 'bintang', 'dulu', 'aku', 'blom', 'terima', 'kalau', 'aku', 'terima', 'aku', 'kasih', 'bintang']"
saya kasih bintang 3 dlu nanti di acc bru bintang 5,0,saya kasih bintang dlu nanti di acc bru bintang,saya kasih bintang dlu nanti acc bru bintang,"['saya', 'kasih', 'bintang', 'dlu', 'nanti', 'acc', 'bru', 'bintang']","['aku', 'kasih', 'bintang', 'dulu', 'nanti', 'terima', 'baru', 'bintang']"
moga moga di acc,0,moga moga di acc,moga moga acc,"['moga', 'moga', 'acc']","['semoga', 'semoga', 'terima']"
mudah2am acc....blum kasih bintang 5 ya karna belum acc,0,mudah am acc blum kasih bintang ya karna belum acc,mudah am acc blum kasih bintang karna belum acc,"['mudah', 'am', 'acc', 'blum', 'kasih', 'bintang', 'karna', 'belum', 'acc']","['mudah', 'am', 'terima', 'blum', 'kasih', 'bintang', 'karena', 'belum', 'terima']"
kalau mudah saya kasih bintang 5,0,kalau mudah saya kasih bintang,kalau mudah saya kasih bintang,"['kalau', 'mudah', 'saya', 'kasih', 'bintang']","['kalau', 'mudah', 'aku', 'kasih', 'bintang']"
semoga pengajuan saya diacc,0,semoga pengajuan saya diacc,moga aju saya diacc,"['moga', 'aju', 'saya', 'diacc']","['semoga', 'aju', 'aku', 'terima']"
"mudah""han di acc",0,mudah han di acc,mudah han acc,"['mudah', 'han', 'acc']","['mudah', 'han', 'terima']"
semoga di acc pengajuan ya,0,semoga di acc pengajuan ya,moga acc aju,"['moga', 'acc', 'aju']","['semoga', 'terima', 'aju']"
mohon d acc kebutuhan mendadak ã°å¸â¢âã°å¸â¤â²,0,mohon d acc kebutuhan mendadak,mohon acc butuh dadak,"['mohon', 'acc', 'butuh', 'dadak']","['mohon', 'terima', 'butuh', 'dadak']"
"proses gk ribet,cuman tau di acc apa enggaknya",0,proses gk ribet cuman tau di acc apa enggaknya,proses gk ribet cuman tau acc apa enggak,"['proses', 'gk', 'ribet', 'cuman', 'tau', 'acc', 'apa', 'enggak']","['proses', 'tidak', 'ribet', 'hanya', 'tau', 'terima', 'apa', 'tidak']"
kalau di acc baru bintang 5,0,kalau di acc baru bintang,kalau acc baru bintang,"['kalau', 'acc', 'baru', 'bintang']","['kalau', 'terima', 'baru', 'bintang']"
1 dulu nanti kalo sudah bisa dicairkn tambah lagi 7,0,dulu nanti kalo sudah bisa dicairkn tambah lagi,dulu nanti kalo sudah bisa dicairkn tambah,"['dulu', 'nanti', 'kalo', 'sudah', 'bisa', 'dicairkn', 'tambah']","['dulu', 'nanti', 'kalau', 'sudah', 'bisa', 'dicairkn', 'tambah']"
baru nyoba semoga bisa membantu.,0,baru nyoba semoga bisa membantu,baru nyoba moga bisa bantu,"['baru', 'nyoba', 'moga', 'bisa', 'bantu']","['baru', 'coba', 'semoga', 'bisa', 'bantu']"
tiga dulu kalo bagus kasih bintang 5,0,tiga dulu kalo bagus kasih bintang,tiga dulu kalo bagus kasih bintang,"['tiga', 'dulu', 'kalo', 'bagus', 'kasih', 'bintang']","['tiga', 'dulu', 'kalau', 'bagus', 'kasih', 'bintang']"
belum disetujui.,0,belum disetujui,belum tuju,"['belum', 'tuju']","['belum', 'tuju']"
semoga d accã°å¸â¢âã°å¸â¢âã°å¸â¢â,0,semoga d acc,moga acc,"['moga', 'acc']","['semoga', 'terima']"
tolong acc,0,tolong acc,tolong acc,"['tolong', 'acc']","['tolong', 'terima']"
ya semoga aja di bantu utk cair,0,ya semoga aja di bantu utk cair,moga di bantu utk cair,"['moga', 'di', 'bantu', 'utk', 'cair']","['semoga', 'di', 'bantu', 'untuk', 'cair']"
"pengajuan simple dan gak ribet,, aplikasi yg luar biasa,, dan semoga pinjaman saya bisa di acc dan bisa membantu tuk semua orang ,, amin",0,pengajuan simple dan gak ribet aplikasi yg luar biasa dan semoga pinjaman saya bisa di acc dan bisa membantu tuk semua orang amin,aju simple gak ribet aplikasi luar biasa moga pinjam saya bisa acc bisa bantu tuk semua orang amin,"['aju', 'simple', 'gak', 'ribet', 'aplikasi', 'luar', 'biasa', 'moga', 'pinjam', 'saya', 'bisa', 'acc', 'bisa', 'bantu', 'tuk', 'semua', 'orang', 'amin']","['aju', 'simple', 'tidak', 'ribet', 'aplikasi', 'luar', 'biasa', 'semoga', 'pinjam', 'aku', 'bisa', 'terima', 'bisa', 'bantu', 'tuk', 'semua', 'orang', 'amin']"
mudah2 lulus,0,mudah lulus,mudah lulus,"['mudah', 'lulus']","['mudah', 'lulus']"
di coba,0,di coba,coba,['coba'],['coba']
semoga di trima,0,semoga di trima,moga trima,"['moga', 'trima']","['semoga', 'trima']"
semoga di aprove pengajuan saya. terima kasih,0,semoga di aprove pengajuan saya terima kasih,moga aprove aju saya terima kasih,"['moga', 'aprove', 'aju', 'saya', 'terima', 'kasih']","['semoga', 'aprove', 'aju', 'aku', 'terima', 'kasih']"
semoga bisa membantu sayah aplikasi ini,0,semoga bisa membantu sayah aplikasi ini,moga bisa bantu sayah aplikasi,"['moga', 'bisa', 'bantu', 'sayah', 'aplikasi']","['semoga', 'bisa', 'bantu', 'sayah', 'aplikasi']"
semoga di acc pinjaman sy.. karena sy lagi membutuhkan..,0,semoga di acc pinjaman sy karena sy lagi membutuhkan,moga acc pinjam sy sy butuh,"['moga', 'acc', 'pinjam', 'sy', 'sy', 'butuh']","['semoga', 'terima', 'pinjam', 'saya', 'saya', 'butuh']"
4 dulu 5 kalo sudah acc,0,dulu kalo sudah acc,dulu kalo sudah acc,"['dulu', 'kalo', 'sudah', 'acc']","['dulu', 'kalau', 'sudah', 'terima']"
3x doang di acc nya,0,x doang di acc nya,doang acc,"['doang', 'acc']","['doang', 'terima']"
baru isi form blm di proses,0,baru isi form blm di proses,baru isi form blm proses,"['baru', 'isi', 'form', 'blm', 'proses']","['baru', 'isi', 'form', 'belum', 'proses']"
nyoba dulu brang kli bsa,0,nyoba dulu brang kli bsa,nyoba dulu brang kli bsa,"['nyoba', 'dulu', 'brang', 'kli', 'bsa']","['coba', 'dulu', 'brang', 'kli', 'bisa']"
tolong di acc dong,0,tolong di acc dong,tolong acc,"['tolong', 'acc']","['tolong', 'terima']"
mencoba,0,mencoba,coba,['coba'],['coba']
"mudah mudahan bisa cair ya, bintang 3 dulu,kalo cair bintang 10 pun tak kasih",0,mudah mudahan bisa cair ya bintang dulu kalo cair bintang pun tak kasih,mudah mudah bisa cair bintang dulu kalo cair bintang tak kasih,"['mudah', 'mudah', 'bisa', 'cair', 'bintang', 'dulu', 'kalo', 'cair', 'bintang', 'tak', 'kasih']","['mudah', 'mudah', 'bisa', 'cair', 'bintang', 'dulu', 'kalau', 'cair', 'bintang', 'tidak', 'kasih']"
